Individual_number,Species,Locality,Data,Year,Month,Total_length_mm,Weight_g,Sampling_site,Lat,Long,Protective_regime,Proximity_human_settlements,
542,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.26,1.15,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
543,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.09,1.21,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
544,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.06,1.36,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
545,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.98,1.08,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
546,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.8,1.37,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
547,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.31,1.15,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
548,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,11.08,0.37,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
549,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.37,1.62,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
550,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.22,0.76,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
551,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.74,0.88,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
552,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.49,1.09,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
553,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.61,2.03,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
554,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.91,1.18,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
555,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.5,1.13,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
556,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.96,1.19,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
557,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.76,0.75,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
558,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.03,0.88,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
559,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.85,0.94,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
560,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.26,0.8,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
561,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.51,2.02,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
562,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,12.6,0.6,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
563,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.26,0.7,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
564,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.57,1.14,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
565,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.22,1.07,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
566,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.42,1.32,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
567,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.56,0.72,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
568,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,12.81,0.62,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
569,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,18.33,1.97,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
570,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.41,1.48,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
571,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.68,1.33,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
572,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.84,1.23,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
573,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.11,0.77,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
574,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.72,0.92,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
575,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.31,0.78,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
576,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.42,1.27,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
577,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,15.22,1.08,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
578,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.92,0.97,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
579,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.77,1.42,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
580,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,16.05,1.14,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
581,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.92,0.92,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
582,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,13.79,0.83,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
583,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.52,0.79,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
584,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,14.07,0.83,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
585,Phorcus sauciatus,Canary Island,20/06/2017,2017,6,17.24,1.52,Gran Canaria,"28°01'54.0""N ","15°23'43.3""W",Full access,Far,
586,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.24,1.73,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
587,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.25,2.55,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
588,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18,2.17,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
589,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.87,2.43,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
590,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,15.88,1.43,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near, 
591,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.89,3.05,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
592,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.71,2.47,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
593,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.93,2.11,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
594,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.02,2.58,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
595,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.19,2.22,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
596,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.64,2.29,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
597,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.88,2.25,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
598,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.5,2.22,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
599,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.92,2.65,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
600,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.64,2.05,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
601,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.5,2.81,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
602,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.68,2.54,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
603,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,16.36,1.58,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
604,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.38,2.07,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
605,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.22,1.74,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
606,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.12,3.06,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
607,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.87,3.42,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
608,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,22.97,3.7,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
609,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.84,2.53,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
610,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.07,2.2,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
611,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.46,1.8,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
612,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.77,2.64,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
613,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.23,2.84,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
614,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.16,1.93,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
615,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.34,2.77,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
616,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.23,2.18,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
617,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.45,2.3,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
618,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.35,2.15,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
619,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.06,2.06,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
620,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.83,2.5,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
621,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.67,2.19,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
622,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.46,2.44,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
623,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.02,1.81,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
624,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.8,1.94,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
625,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.03,1.76,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
626,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.98,2.54,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
627,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.69,2.41,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
628,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.96,2.43,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
629,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.94,2.37,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
630,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.17,1.9,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
631,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.64,2.3,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
632,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,22.15,3.65,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
633,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,21.56,3.63,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
634,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,21.87,3.8,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
635,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.75,3.13,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
636,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.17,3.09,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
637,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.79,2.8,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
638,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.98,3.25,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
639,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.25,3.16,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
640,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.64,2.5,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
641,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.74,2.02,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
642,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.39,2.87,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
643,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,21.44,3.97,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
644,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.92,3.65,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
645,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,24.06,4.58,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
646,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.14,3.29,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
647,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.94,2.99,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
648,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,21.12,3.71,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
649,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.33,2.96,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
650,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.53,2.32,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
651,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,23.51,4.29,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
652,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,13.72,1.08,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
653,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,15.31,1.46,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
654,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.06,2.22,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
655,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,15.67,1.43,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
656,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.83,3.22,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
657,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,15.88,1.47,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
658,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,13.68,1.06,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
659,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,16.9,1.7,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
660,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,16.54,1.65,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
661,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.18,2.07,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
662,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,21.24,3.63,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
663,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.99,2.84,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
664,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.69,2.81,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
665,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,21.17,3.76,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
666,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.53,2.86,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
667,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.06,2.93,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
668,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,22.45,3.49,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
669,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.18,1.86,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
670,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.89,3.01,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
671,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.51,2.23,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
672,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.34,2.18,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
673,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.93,2.58,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
674,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.75,2.93,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
675,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.8,2.39,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
676,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.97,2.69,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
677,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,22.24,3.63,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
678,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.91,3.21,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
679,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.59,2.58,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
680,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,22.85,4.5,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
681,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,21.6,3.11,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
682,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,22.09,3.39,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
683,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.48,2.47,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
684,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.89,2.67,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
685,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.56,3.67,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
686,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.93,2.78,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
687,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.23,2.34,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
688,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.36,3.33,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
689,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.66,3.16,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
690,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,20.38,2.72,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
691,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,18.76,2.32,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
692,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,17.69,2.08,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
693,Phorcus sauciatus,Canary Island,15/07/2017,2017,7,19.04,2.65,El Hierro,"27°38'22.0""N","17°58'58.5""W",Full access,Near,
694,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20,2.55,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
695,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.91,2.19,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
696,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.32,2.09,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
697,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.52,2.52,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
698,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.5,2.77,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
699,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.86,3.12,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
700,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.16,1.89,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
701,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,22.63,3.86,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
702,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.31,1.79,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
703,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,21.28,2.99,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
704,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.38,2.2,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
705,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.19,1.82,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
706,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.77,2.58,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
707,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.82,2.84,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
708,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.13,2.36,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
709,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.09,2.55,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
710,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.56,2.66,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
711,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.01,2.71,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
712,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,23.84,4.66,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
713,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.6,2.39,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
714,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.83,2.4,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
715,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.23,2.29,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
716,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.33,2.7,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
717,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,20.77,2.81,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
718,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,15.8,1.42,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
719,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.89,1.42,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
720,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.5,2.12,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
721,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.44,2.13,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
722,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,18.43,1.94,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
723,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.88,1.79,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
724,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,17.5,1.61,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
725,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,19.55,2.44,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
726,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,16.11,1.34,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
727,Phorcus sauciatus,Canary Island,20/01/2018,2018,1,21.71,3.86,La Palma,"28°50'19.5""N","17°46'38.2""W",MPA,Far,
